latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.79965,12.2274885,82.0,7200,Europe/Rome,GMT+2

time,temperature_2m (°C),precipitation (mm),snowfall (cm),rain (mm),apparent_temperature (°C),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h)
2024-01-01T00:00,7.2,1.60,0.00,1.60,5.5,5.1,8,23.8
2024-01-01T01:00,6.9,1.10,0.00,1.10,5.4,3.3,13,22.7
2024-01-01T02:00,6.5,0.70,0.00,0.70,4.8,4.0,355,7.6
2024-01-01T03:00,7.2,1.10,0.00,1.10,4.9,8.2,311,15.1
2024-01-01T04:00,7.0,0.10,0.00,0.10,4.9,6.6,299,16.2
2024-01-01T05:00,6.2,0.00,0.00,0.00,4.0,6.7,286,13.7
2024-01-01T06:00,4.6,0.00,0.00,0.00,2.4,4.4,305,11.5
2024-01-01T07:00,3.5,0.00,0.00,0.00,1.3,3.1,324,9.0
2024-01-01T08:00,2.9,0.00,0.00,0.00,0.7,2.3,321,8.3
2024-01-01T09:00,2.9,0.00,0.00,0.00,0.5,3.6,315,8.6
2024-01-01T10:00,3.2,0.00,0.00,0.00,0.4,7.2,323,13.0
2024-01-01T11:00,6.5,0.00,0.00,0.00,4.0,7.3,340,14.4
2024-01-01T12:00,8.6,0.00,0.00,0.00,6.8,6.1,360,14.4
2024-01-01T13:00,9.9,0.00,0.00,0.00,7.9,6.0,25,14.0
2024-01-01T14:00,10.8,0.00,0.00,0.00,8.7,7.4,39,16.6
2024-01-01T15:00,10.6,0.00,0.00,0.00,8.9,7.2,90,21.2
2024-01-01T16:00,10.1,0.00,0.00,0.00,8.9,3.7,101,15.8
2024-01-01T17:00,8.8,0.00,0.00,0.00,7.6,3.6,360,7.6
2024-01-01T18:00,5.5,0.00,0.00,0.00,3.4,6.0,335,7.2
2024-01-01T19:00,5.4,0.00,0.00,0.00,3.6,3.8,311,8.3
2024-01-01T20:00,4.9,0.00,0.00,0.00,3.0,3.1,306,7.6
2024-01-01T21:00,3.8,0.00,0.00,0.00,1.6,3.6,307,9.0
2024-01-01T22:00,2.4,0.00,0.00,0.00,0.1,3.8,311,9.7
2024-01-01T23:00,1.7,0.00,0.00,0.00,-1.0,5.6,310,12.2
2024-01-02T00:00,1.7,0.00,0.00,0.00,-1.1,6.1,315,12.6
2024-01-02T01:00,1.6,0.00,0.00,0.00,-1.1,4.1,322,12.6
2024-01-02T02:00,1.5,0.00,0.00,0.00,-1.5,5.6,315,11.5
2024-01-02T03:00,2.0,0.00,0.00,0.00,-1.3,7.2,307,14.0
2024-01-02T04:00,1.5,0.00,0.00,0.00,-1.7,5.8,300,13.7
2024-01-02T05:00,1.2,0.00,0.00,0.00,-2.2,6.4,297,12.6
2024-01-02T06:00,1.3,0.00,0.00,0.00,-2.1,5.6,297,13.0
2024-01-02T07:00,0.9,0.00,0.00,0.00,-2.5,5.5,302,11.9
2024-01-02T08:00,1.2,0.00,0.00,0.00,-2.0,3.9,304,11.2
2024-01-02T09:00,1.1,0.00,0.00,0.00,-1.8,3.1,306,7.9
2024-01-02T10:00,2.1,0.00,0.00,0.00,-0.8,3.1,306,7.2
2024-01-02T11:00,3.9,0.00,0.00,0.00,1.2,2.5,225,8.3
2024-01-02T12:00,5.0,0.00,0.00,0.00,2.1,4.2,200,13.0
2024-01-02T13:00,5.2,0.00,0.00,0.00,2.7,2.7,203,13.0
2024-01-02T14:00,5.7,0.00,0.00,0.00,3.3,3.5,156,11.9
2024-01-02T15:00,6.4,0.00,0.00,0.00,4.1,6.4,207,18.0
2024-01-02T16:00,6.4,0.00,0.00,0.00,4.1,6.3,204,16.2
2024-01-02T17:00,5.8,0.00,0.00,0.00,3.9,3.0,194,14.4
2024-01-02T18:00,4.7,0.00,0.00,0.00,2.7,3.7,101,5.8
2024-01-02T19:00,5.0,0.00,0.00,0.00,3.2,2.3,39,4.7
2024-01-02T20:00,5.5,0.00,0.00,0.00,3.8,1.1,18,4.7
2024-01-02T21:00,4.9,0.00,0.00,0.00,3.1,2.8,40,3.6
2024-01-02T22:00,4.8,0.00,0.00,0.00,2.9,2.5,352,5.0
2024-01-02T23:00,5.1,0.00,0.00,0.00,2.7,5.5,349,9.7
2024-01-03T00:00,5.1,0.00,0.00,0.00,2.8,5.1,352,9.7
2024-01-03T01:00,5.1,0.00,0.00,0.00,3.0,3.2,333,8.6
2024-01-03T02:00,4.8,0.00,0.00,0.00,2.6,4.3,355,7.6
2024-01-03T03:00,4.5,0.00,0.00,0.00,2.0,6.4,322,11.5
2024-01-03T04:00,4.8,0.00,0.00,0.00,2.8,3.3,13,11.5
2024-01-03T05:00,4.7,0.00,0.00,0.00,2.7,3.0,14,5.4
2024-01-03T06:00,4.8,0.00,0.00,0.00,2.5,4.5,14,7.6
2024-01-03T07:00,4.7,0.00,0.00,0.00,2.4,4.3,355,8.3
2024-01-03T08:00,3.6,0.00,0.00,0.00,1.4,3.2,333,7.9
2024-01-03T09:00,2.9,0.00,0.00,0.00,0.6,3.4,328,7.9
2024-01-03T10:00,2.8,0.00,0.00,0.00,0.3,5.1,315,10.8
2024-01-03T11:00,5.4,0.00,0.00,0.00,3.2,4.4,305,11.5
2024-01-03T12:00,6.9,0.00,0.00,0.00,5.3,1.5,256,11.2
2024-01-03T13:00,7.7,0.00,0.00,0.00,6.2,1.8,143,9.7
2024-01-03T14:00,8.3,0.00,0.00,0.00,6.6,3.4,108,12.2
2024-01-03T15:00,7.9,0.00,0.00,0.00,6.3,3.0,166,14.4
2024-01-03T16:00,7.6,0.00,0.00,0.00,6.2,1.8,90,11.5
2024-01-03T17:00,6.5,0.00,0.00,0.00,4.7,4.7,58,8.3
2024-01-03T18:00,6.3,0.00,0.00,0.00,4.8,1.5,315,5.4
2024-01-03T19:00,3.9,0.00,0.00,0.00,1.8,3.6,323,6.1
2024-01-03T20:00,4.5,0.00,0.00,0.00,2.4,3.9,338,7.6
2024-01-03T21:00,4.3,0.00,0.00,0.00,1.9,5.5,349,8.6
2024-01-03T22:00,3.9,0.00,0.00,0.00,1.3,6.5,357,8.6
2024-01-03T23:00,3.8,0.00,0.00,0.00,1.3,6.2,350,8.6
2024-01-04T00:00,3.5,0.00,0.00,0.00,1.4,3.2,333,7.9
2024-01-04T01:00,3.2,0.00,0.00,0.00,1.1,2.7,337,8.3
2024-01-04T02:00,3.0,0.00,0.00,0.00,0.8,3.3,354,6.1
2024-01-04T03:00,2.7,0.00,0.00,0.00,0.2,4.7,302,7.6
2024-01-04T04:00,1.9,0.00,0.00,0.00,-0.4,3.1,315,9.4
2024-01-04T05:00,0.9,0.00,0.00,0.00,-1.7,3.9,304,8.6
2024-01-04T06:00,0.9,0.00,0.00,0.00,-2.1,5.8,300,12.6
2024-01-04T07:00,0.5,0.00,0.00,0.00,-2.3,4.1,308,11.2
2024-01-04T08:00,0.2,0.00,0.00,0.00,-2.8,5.5,302,11.2
2024-01-04T09:00,0.3,0.00,0.00,0.00,-2.7,5.4,307,11.9
2024-01-04T10:00,1.7,0.00,0.00,0.00,-1.2,4.9,306,10.8
2024-01-04T11:00,3.9,0.00,0.00,0.00,1.8,1.5,284,10.4
2024-01-04T12:00,5.3,0.00,0.00,0.00,3.3,1.8,127,8.3
2024-01-04T13:00,6.1,0.00,0.00,0.00,3.9,4.3,114,13.7
2024-01-04T14:00,6.9,0.00,0.00,0.00,5.0,3.3,103,13.3
2024-01-04T15:00,7.3,0.00,0.00,0.00,5.7,1.8,180,22.3
2024-01-04T16:00,7.3,0.00,0.00,0.00,5.0,6.4,43,15.1
2024-01-04T17:00,5.7,0.00,0.00,0.00,3.6,5.2,78,14.4
2024-01-04T18:00,3.3,0.00,0.00,0.00,0.6,7.1,66,10.1
2024-01-04T19:00,3.2,0.00,0.00,0.00,0.6,6.4,27,10.8
2024-01-04T20:00,3.3,0.00,0.00,0.00,0.4,8.7,355,16.6
2024-01-04T21:00,3.6,0.00,0.00,0.00,1.2,5.8,338,16.2
2024-01-04T22:00,3.6,0.00,0.00,0.00,0.8,8.7,353,15.1
2024-01-04T23:00,3.7,0.00,0.00,0.00,1.2,6.5,360,15.8
2024-01-05T00:00,2.8,0.00,0.00,0.00,0.1,6.3,336,11.9
2024-01-05T01:00,2.7,0.00,0.00,0.00,0.1,5.2,344,8.6
2024-01-05T02:00,3.1,0.00,0.00,0.00,0.4,6.5,360,11.5
2024-01-05T03:00,4.1,0.00,0.00,0.00,1.3,7.2,6,14.0
2024-01-05T04:00,3.8,0.00,0.00,0.00,1.0,5.8,4,13.3
2024-01-05T05:00,2.5,0.00,0.00,0.00,-0.4,5.4,352,10.1
2024-01-05T06:00,2.9,0.00,0.00,0.00,-0.1,6.2,339,11.9
2024-01-05T07:00,1.8,0.00,0.00,0.00,-1.2,4.8,333,11.5
2024-01-05T08:00,3.5,0.00,0.00,0.00,0.2,6.8,335,13.0
2024-01-05T09:00,4.3,0.00,0.00,0.00,1.0,7.0,339,13.7
2024-01-05T10:00,5.8,0.00,0.00,0.00,2.6,6.8,335,13.7
2024-01-05T11:00,7.0,0.00,0.00,0.00,3.8,7.7,332,13.7
2024-01-05T12:00,7.8,0.00,0.00,0.00,4.8,7.6,341,13.7
2024-01-05T13:00,8.9,0.00,0.00,0.00,6.0,8.7,343,15.5
2024-01-05T14:00,9.2,0.00,0.00,0.00,6.3,8.7,330,16.2
2024-01-05T15:00,8.3,0.00,0.00,0.00,5.4,11.6,338,20.2
2024-01-05T16:00,8.2,0.00,0.00,0.00,5.1,10.6,342,20.9
2024-01-05T17:00,7.5,0.30,0.00,0.30,4.6,10.1,343,18.7
2024-01-05T18:00,7.3,0.10,0.00,0.10,4.7,8.7,343,17.6
2024-01-05T19:00,7.4,0.10,0.00,0.10,4.7,9.8,354,17.3
2024-01-05T20:00,7.6,0.10,0.00,0.10,5.1,9.0,2,17.3
2024-01-05T21:00,7.4,0.60,0.00,0.60,5.2,7.2,360,15.1
2024-01-05T22:00,7.6,1.40,0.00,1.40,5.2,9.3,13,17.3
2024-01-05T23:00,7.6,1.70,0.00,1.70,5.3,8.8,35,16.6
2024-01-06T00:00,7.5,1.90,0.00,1.90,5.6,6.4,27,15.8
2024-01-06T01:00,7.6,2.90,0.00,2.90,5.4,8.7,17,14.4
2024-01-06T02:00,7.8,2.90,0.00,2.90,5.4,10.6,18,18.4
2024-01-06T03:00,7.6,3.60,0.00,3.60,4.7,12.4,343,22.7
2024-01-06T04:00,7.5,2.70,0.00,2.70,4.7,11.6,338,23.4
2024-01-06T05:00,7.4,1.80,0.00,1.80,4.9,9.4,337,21.2
2024-01-06T06:00,7.3,1.30,0.00,1.30,4.6,11.1,331,20.2
2024-01-06T07:00,7.2,1.30,0.00,1.30,5.0,8.0,10,19.4
2024-01-06T08:00,7.4,2.20,0.00,2.20,5.0,9.4,358,17.6
2024-01-06T09:00,7.4,0.90,0.00,0.90,5.3,7.6,352,16.9
2024-01-06T10:00,7.7,0.90,0.00,0.90,5.7,6.9,354,13.3
2024-01-06T11:00,7.9,1.50,0.00,1.50,6.1,6.5,360,12.6
2024-01-06T12:00,8.2,1.80,0.00,1.80,6.5,6.1,360,11.5
2024-01-06T13:00,8.5,1.40,0.00,1.40,6.7,7.6,360,13.3
2024-01-06T14:00,8.7,1.30,0.00,1.30,7.1,6.2,7,14.0
2024-01-06T15:00,8.8,2.40,0.00,2.40,7.0,7.2,18,16.2
2024-01-06T16:00,8.5,2.80,0.00,2.80,6.6,8.3,358,15.5
2024-01-06T17:00,8.9,1.70,0.00,1.70,6.8,8.6,360,16.9
2024-01-06T18:00,8.1,0.80,0.00,0.80,6.4,5.8,22,15.8
2024-01-06T19:00,8.1,1.20,0.00,1.20,6.4,5.1,352,8.3
2024-01-06T20:00,8.2,0.90,0.00,0.90,5.2,13.0,355,22.3
2024-01-06T21:00,8.3,0.60,0.00,0.60,4.9,15.5,348,28.1
2024-01-06T22:00,8.1,0.40,0.00,0.40,4.8,14.4,356,28.4
2024-01-06T23:00,7.8,0.50,0.00,0.50,4.4,14.8,347,27.0
2024-01-07T00:00,7.5,0.70,0.00,0.70,4.2,14.0,342,27.0
2024-01-07T01:00,7.4,0.50,0.00,0.50,4.0,14.5,333,25.9
2024-01-07T02:00,7.4,0.40,0.00,0.40,4.6,11.0,341,25.9
2024-01-07T03:00,8.1,0.70,0.00,0.70,5.0,12.8,338,23.4
2024-01-07T04:00,7.9,0.80,0.00,0.80,4.6,13.5,344,26.3
2024-01-07T05:00,7.4,0.20,0.00,0.20,5.3,5.1,39,24.8
2024-01-07T06:00,6.9,0.20,0.00,0.20,5.1,4.2,31,9.0
2024-01-07T07:00,6.7,0.50,0.00,0.50,4.9,4.3,5,7.6
2024-01-07T08:00,6.7,1.40,0.00,1.40,3.6,11.9,325,20.2
2024-01-07T09:00,6.9,1.00,0.00,1.00,3.6,12.4,334,23.4
2024-01-07T10:00,6.9,1.10,0.00,1.10,3.6,12.2,341,22.3
2024-01-07T11:00,7.0,0.80,0.00,0.80,3.4,14.2,336,26.3
2024-01-07T12:00,7.3,0.10,0.00,0.10,4.6,8.0,5,25.9
2024-01-07T13:00,7.5,0.10,0.00,0.10,5.8,3.0,104,13.3
2024-01-07T14:00,7.7,0.00,0.00,0.00,6.4,0.8,153,7.6
2024-01-07T15:00,9.8,0.00,0.00,0.00,7.8,7.9,3,16.9
2024-01-07T16:00,9.3,0.00,0.00,0.00,7.2,7.9,47,14.8
2024-01-07T17:00,8.6,0.10,0.00,0.10,7.2,3.6,37,13.7
2024-01-07T18:00,7.7,0.00,0.00,0.00,6.2,4.7,113,6.5
2024-01-07T19:00,7.5,0.10,0.00,0.10,5.7,5.4,172,6.8
2024-01-07T20:00,7.3,0.00,0.00,0.00,5.8,2.0,315,6.5
2024-01-07T21:00,7.1,0.00,0.00,0.00,5.6,2.6,344,4.3
2024-01-07T22:00,6.9,0.00,0.00,0.00,5.1,4.8,13,5.8
2024-01-07T23:00,7.3,0.00,0.00,0.00,5.3,5.1,51,7.2
2024-01-08T00:00,6.9,0.00,0.00,0.00,5.0,3.6,6,6.5
2024-01-08T01:00,6.7,0.00,0.00,0.00,4.8,3.6,360,5.4
2024-01-08T02:00,6.5,0.00,0.00,0.00,4.8,2.9,360,5.4
2024-01-08T03:00,7.7,0.00,0.00,0.00,6.0,4.2,31,7.2
2024-01-08T04:00,7.8,0.00,0.00,0.00,5.6,5.5,67,9.4
2024-01-08T05:00,7.1,0.00,0.00,0.00,4.9,4.7,81,9.7
2024-01-08T06:00,6.6,0.00,0.00,0.00,4.4,4.3,85,8.6
2024-01-08T07:00,5.8,0.00,0.00,0.00,3.6,4.4,99,7.6
2024-01-08T08:00,4.9,0.00,0.00,0.00,2.2,6.6,68,9.0
2024-01-08T09:00,4.7,0.00,0.00,0.00,2.0,5.8,30,8.3
2024-01-08T10:00,5.6,0.00,0.00,0.00,3.1,5.1,51,9.0
2024-01-08T11:00,6.0,0.00,0.00,0.00,3.1,6.8,72,13.7
2024-01-08T12:00,6.3,0.00,0.00,0.00,3.5,5.7,72,14.8
2024-01-08T13:00,7.0,0.00,0.00,0.00,4.0,6.8,72,16.6
2024-01-08T14:00,7.5,0.00,0.00,0.00,4.3,8.1,77,18.7
2024-01-08T15:00,9.0,0.00,0.00,0.00,5.9,9.5,81,20.5
2024-01-08T16:00,8.7,0.00,0.00,0.00,5.3,10.8,75,21.2
2024-01-08T17:00,7.9,0.00,0.00,0.00,4.2,11.9,61,22.3
2024-01-08T18:00,6.9,0.00,0.00,0.00,3.2,11.0,67,23.0
2024-01-08T19:00,6.1,0.00,0.00,0.00,2.6,8.4,65,20.5
2024-01-08T20:00,5.6,0.00,0.00,0.00,2.2,7.0,55,16.2
2024-01-08T21:00,5.3,0.00,0.00,0.00,2.0,6.2,54,13.7
2024-01-08T22:00,5.0,0.00,0.00,0.00,1.8,5.4,53,12.6
2024-01-08T23:00,4.8,0.00,0.00,0.00,1.7,4.6,39,11.2
2024-01-09T00:00,4.5,0.00,0.00,0.00,1.8,2.5,8,9.7
2024-01-09T01:00,4.0,0.00,0.00,0.00,1.4,2.9,360,5.4
2024-01-09T02:00,3.5,0.00,0.00,0.00,0.8,3.2,360,5.0
2024-01-09T03:00,1.5,0.00,0.00,0.00,-1.3,3.7,349,6.8
2024-01-09T04:00,0.9,0.00,0.00,0.00,-2.4,6.9,43,8.3
2024-01-09T05:00,0.8,0.00,0.00,0.00,-2.3,5.2,34,9.0
2024-01-09T06:00,0.6,0.00,0.00,0.00,-2.4,4.0,355,7.9
2024-01-09T07:00,-0.4,0.00,0.00,0.00,-3.6,5.4,352,8.3
2024-01-09T08:00,-0.6,0.00,0.00,0.00,-4.0,6.9,354,9.0
2024-01-09T09:00,1.6,0.00,0.00,0.00,-1.6,5.1,4,8.6
2024-01-09T10:00,1.8,0.00,0.00,0.00,-1.4,4.7,58,7.9
2024-01-09T11:00,2.7,0.00,0.00,0.00,-0.7,6.1,50,14.0
2024-01-09T12:00,3.7,0.00,0.00,0.00,0.2,7.2,63,17.6
2024-01-09T13:00,4.7,0.00,0.00,0.00,1.1,8.1,69,19.4
2024-01-09T14:00,5.4,0.00,0.00,0.00,2.1,6.3,59,19.4
2024-01-09T15:00,6.8,0.00,0.00,0.00,2.5,13.0,85,26.3
2024-01-09T16:00,6.4,0.00,0.00,0.00,2.1,11.9,90,26.3
2024-01-09T17:00,5.1,0.00,0.00,0.00,1.8,5.9,76,22.3
2024-01-09T18:00,1.9,0.00,0.00,0.00,-2.2,10.2,72,13.0
2024-01-09T19:00,1.0,0.00,0.00,0.00,-3.2,10.4,56,13.3
2024-01-09T20:00,1.8,0.00,0.00,0.00,-2.2,8.1,45,12.6
2024-01-09T21:00,0.1,0.00,0.00,0.00,-3.7,7.2,6,10.1
2024-01-09T22:00,-0.5,0.00,0.00,0.00,-4.0,5.9,349,9.4
2024-01-09T23:00,-0.8,0.00,0.00,0.00,-4.4,6.5,357,8.3
2024-01-10T00:00,-0.4,0.00,0.00,0.00,-3.9,6.1,3,9.0
2024-01-10T01:00,0.5,0.00,0.00,0.00,-3.1,5.4,4,8.3
2024-01-10T02:00,0.3,0.00,0.00,0.00,-3.2,5.0,360,7.2
2024-01-10T03:00,-1.7,0.00,0.00,0.00,-5.7,9.0,360,10.8
2024-01-10T04:00,-0.6,0.00,0.00,0.00,-4.1,5.8,360,11.5
2024-01-10T05:00,-2.2,0.00,0.00,0.00,-6.0,7.8,13,10.1
2024-01-10T06:00,-2.4,0.00,0.00,0.00,-6.1,6.9,6,10.1
2024-01-10T07:00,-2.2,0.00,0.00,0.00,-5.5,4.4,351,9.0
2024-01-10T08:00,-2.2,0.00,0.00,0.00,-5.5,4.5,346,9.4
2024-01-10T09:00,-2.4,0.00,0.00,0.00,-5.8,4.9,343,10.1
2024-01-10T10:00,-0.9,0.00,0.00,0.00,-4.2,4.8,347,9.7
2024-01-10T11:00,1.7,0.00,0.00,0.00,-1.7,4.9,17,11.2
2024-01-10T12:00,2.9,0.00,0.00,0.00,-0.3,4.1,15,12.2
2024-01-10T13:00,4.2,0.00,0.00,0.00,1.0,3.5,24,11.9
2024-01-10T14:00,5.1,0.00,0.00,0.00,1.9,4.1,45,12.2
2024-01-10T15:00,5.5,0.00,0.00,0.00,2.3,4.3,66,11.9
2024-01-10T16:00,5.3,0.00,0.00,0.00,1.9,6.3,66,13.3
2024-01-10T17:00,3.8,0.00,0.00,0.00,0.7,6.4,43,13.0
2024-01-10T18:00,4.4,0.00,0.00,0.00,1.2,4.9,17,7.9
2024-01-10T19:00,2.6,0.00,0.00,0.00,-1.1,7.1,41,8.3
2024-01-10T20:00,0.2,0.00,0.00,0.00,-3.9,10.0,38,12.2
2024-01-10T21:00,-0.4,0.00,0.00,0.00,-4.7,11.3,31,14.0
2024-01-10T22:00,0.0,0.00,0.00,0.00,-3.9,8.0,36,14.0
2024-01-10T23:00,-0.6,0.00,0.00,0.00,-4.5,7.6,31,12.6
2024-01-11T00:00,-2.1,0.00,0.00,0.00,-6.4,10.4,34,13.0
2024-01-11T01:00,-1.8,0.00,0.00,0.00,-5.9,8.2,29,13.0
2024-01-11T02:00,-1.7,0.00,0.00,0.00,-5.4,5.8,7,10.1
2024-01-11T03:00,-2.6,0.00,0.00,0.00,-6.0,4.8,318,11.2
2024-01-11T04:00,-3.2,0.00,0.00,0.00,-6.2,2.1,329,11.2
2024-01-11T05:00,-3.2,0.00,0.00,0.00,-6.2,1.5,346,6.5
2024-01-11T06:00,-3.0,0.00,0.00,0.00,-6.1,3.1,324,7.9
2024-01-11T07:00,-3.5,0.00,0.00,0.00,-6.7,3.3,311,9.4
2024-01-11T08:00,-4.0,0.00,0.00,0.00,-7.1,2.1,301,8.3
2024-01-11T09:00,-4.1,0.00,0.00,0.00,-7.2,2.3,309,5.8
2024-01-11T10:00,-1.7,0.00,0.00,0.00,-4.7,2.1,329,6.8
2024-01-11T11:00,2.1,0.00,0.00,0.00,-0.5,1.5,194,7.2
2024-01-11T12:00,4.0,0.00,0.00,0.00,1.4,2.3,162,9.4
2024-01-11T13:00,5.2,0.00,0.00,0.00,2.5,3.8,163,11.9
2024-01-11T14:00,6.0,0.00,0.00,0.00,3.2,4.3,180,13.0
2024-01-11T15:00,6.8,0.00,0.00,0.00,4.3,2.7,203,11.9
2024-01-11T16:00,6.7,0.00,0.00,0.00,4.0,3.9,214,10.1
2024-01-11T17:00,4.7,0.00,0.00,0.00,2.1,4.8,228,9.7
2024-01-11T18:00,1.4,0.00,0.00,0.00,-2.0,7.5,253,11.9
2024-01-11T19:00,0.6,0.00,0.00,0.00,-2.8,7.5,287,10.8
2024-01-11T20:00,-0.2,0.00,0.00,0.00,-3.6,6.6,299,10.8
2024-01-11T21:00,0.4,0.00,0.00,0.00,-2.7,4.7,302,10.1
2024-01-11T22:00,-0.7,0.00,0.00,0.00,-3.6,3.1,315,9.4
2024-01-11T23:00,-1.3,0.00,0.00,0.00,-4.2,2.7,337,7.6
2024-01-12T00:00,-1.5,0.00,0.00,0.00,-4.5,2.9,330,8.3
2024-01-12T01:00,-2.1,0.00,0.00,0.00,-5.1,2.5,315,8.6
2024-01-12T02:00,-2.7,0.00,0.00,0.00,-5.9,3.4,302,9.4
2024-01-12T03:00,-2.6,0.00,0.00,0.00,-5.8,4.1,315,12.2
2024-01-12T04:00,-2.4,0.00,0.00,0.00,-5.6,3.8,319,9.4
2024-01-12T05:00,-2.6,0.00,0.00,0.00,-5.7,3.4,328,9.7
2024-01-12T06:00,-2.8,0.00,0.00,0.00,-5.9,3.3,354,7.9
2024-01-12T07:00,-3.0,0.00,0.00,0.00,-6.1,2.7,337,7.2
2024-01-12T08:00,-3.1,0.00,0.00,0.00,-6.2,2.3,321,6.8
2024-01-12T09:00,-2.8,0.00,0.00,0.00,-6.0,3.3,311,7.9
2024-01-12T10:00,-0.8,0.00,0.00,0.00,-3.9,4.1,315,9.7
2024-01-12T11:00,2.5,0.00,0.00,0.00,-0.1,1.9,112,9.0
2024-01-12T12:00,3.3,0.00,0.00,0.00,0.4,5.2,102,14.0
2024-01-12T13:00,4.6,0.00,0.00,0.00,2.0,3.4,72,14.0
2024-01-12T14:00,5.8,0.00,0.00,0.00,3.2,2.3,51,12.2
2024-01-12T15:00,6.9,0.00,0.00,0.00,3.9,4.7,58,14.8
2024-01-12T16:00,6.6,0.00,0.00,0.00,3.5,5.7,35,12.6
2024-01-12T17:00,5.0,0.00,0.00,0.00,2.2,4.4,9,11.9
2024-01-12T18:00,2.0,0.00,0.00,0.00,-1.3,5.5,337,9.7
2024-01-12T19:00,2.3,0.00,0.00,0.00,-0.8,3.8,343,8.6
2024-01-12T20:00,1.3,0.00,0.00,0.00,-2.4,7.2,6,9.4
2024-01-12T21:00,0.3,0.00,0.00,0.00,-3.7,9.1,34,11.2
2024-01-12T22:00,-0.7,0.00,0.00,0.00,-4.6,8.7,24,11.2
2024-01-12T23:00,-0.5,0.00,0.00,0.00,-4.1,6.7,16,10.8
2024-01-13T00:00,-1.0,0.00,0.00,0.00,-4.5,5.4,4,8.3
2024-01-13T01:00,-2.2,0.00,0.00,0.00,-5.6,4.7,360,6.5
2024-01-13T02:00,-2.6,0.00,0.00,0.00,-6.0,4.7,356,7.2
2024-01-13T03:00,-3.2,0.00,0.00,0.00,-6.3,2.6,326,8.3
2024-01-13T04:00,-3.3,0.00,0.00,0.00,-6.4,2.3,342,6.5
2024-01-13T05:00,-3.7,0.00,0.00,0.00,-6.7,1.9,338,6.5
2024-01-13T06:00,-3.8,0.00,0.00,0.00,-7.0,2.4,333,7.2
2024-01-13T07:00,-4.0,0.00,0.00,0.00,-7.2,2.0,315,7.6
2024-01-13T08:00,-4.2,0.00,0.00,0.00,-7.5,3.1,306,8.3
2024-01-13T09:00,-4.3,0.00,0.00,0.00,-7.8,4.5,299,10.1
2024-01-13T10:00,-2.0,0.00,0.00,0.00,-5.6,6.3,301,11.9
2024-01-13T11:00,1.9,0.00,0.00,0.00,-1.0,2.4,207,11.9
2024-01-13T12:00,3.4,0.00,0.00,0.00,0.6,2.9,150,10.4
2024-01-13T13:00,4.2,0.00,0.00,0.00,1.6,2.5,135,11.5
2024-01-13T14:00,4.7,0.00,0.00,0.00,2.4,1.6,117,11.2
2024-01-13T15:00,5.3,0.00,0.00,0.00,2.9,2.3,108,10.8
2024-01-13T16:00,5.2,0.00,0.00,0.00,2.9,1.9,112,10.1
2024-01-13T17:00,3.7,0.00,0.00,0.00,1.3,3.8,41,7.6
2024-01-13T18:00,0.3,0.00,0.00,0.00,-3.1,6.8,18,7.9
2024-01-13T19:00,0.3,0.00,0.00,0.00,-3.0,5.4,8,8.6
2024-01-13T20:00,-0.9,0.00,0.00,0.00,-4.5,7.2,6,9.7
2024-01-13T21:00,-1.5,0.00,0.00,0.00,-5.2,7.2,360,9.0
2024-01-13T22:00,-1.2,0.00,0.00,0.00,-4.6,5.4,360,9.4
2024-01-13T23:00,-1.3,0.00,0.00,0.00,-4.6,5.0,360,9.0
2024-01-14T00:00,-1.6,0.00,0.00,0.00,-4.9,5.1,352,9.7
2024-01-14T01:00,-1.8,0.00,0.00,0.00,-5.0,4.7,360,9.4
2024-01-14T02:00,-1.8,0.00,0.00,0.00,-5.4,6.7,16,8.6
2024-01-14T03:00,-1.6,0.00,0.00,0.00,-4.7,4.1,345,8.3
2024-01-14T04:00,-1.8,0.00,0.00,0.00,-5.1,4.7,360,9.0
2024-01-14T05:00,-1.7,0.00,0.00,0.00,-4.7,3.6,354,8.6
2024-01-14T06:00,-2.7,0.00,0.00,0.00,-5.8,2.7,337,6.8
2024-01-14T07:00,-2.2,0.00,0.00,0.00,-5.0,1.5,315,4.3
2024-01-14T08:00,-2.5,0.00,0.00,0.00,-5.5,2.6,304,6.5
2024-01-14T09:00,-3.3,0.00,0.00,0.00,-6.4,2.4,297,6.5
2024-01-14T10:00,-1.5,0.00,0.00,0.00,-4.7,3.6,307,9.0
2024-01-14T11:00,1.3,0.00,0.00,0.00,-1.7,1.8,323,9.4
2024-01-14T12:00,3.3,0.00,0.00,0.00,0.5,1.4,90,9.7
2024-01-14T13:00,3.6,0.00,0.00,0.00,0.9,2.3,141,10.1
2024-01-14T14:00,4.1,0.00,0.00,0.00,1.4,2.7,67,9.7
2024-01-14T15:00,5.0,0.00,0.00,0.00,2.6,1.3,124,11.2
2024-01-14T16:00,4.8,0.00,0.00,0.00,2.2,2.3,162,9.4
2024-01-14T17:00,3.4,0.00,0.00,0.00,0.9,2.7,247,8.3
2024-01-14T18:00,-0.4,0.00,0.00,0.00,-3.6,5.3,298,7.2
2024-01-14T19:00,0.1,0.00,0.00,0.00,-3.0,4.8,333,9.4
2024-01-14T20:00,-0.7,0.00,0.00,0.00,-3.6,2.8,320,11.2
